序号,区域,项目名称,站点名称,产品型号,设备类型,设备id,最新上报时间,状态,厂商信息,站点编号,经纬度,施工队,产品内部型号,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市锡山区红豆万花城首府一期1栋2号,ZC_Repeat05,电梯,866094058436029,2025-12-08 23:57:37,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000329,152.24634,陆龙,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市锡山区红豆万花城首府一期1栋1号,ZC_Repeat05,电梯,866094058435864,2024-06-21 14:49:52,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000328,152.24634,陆龙,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市锡山区新吴区宝龙世家32单元2号,ZC_Repeat05,电梯,866094058458965,2025-12-08 23:51:13,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000327,151.89647,陈雷,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市锡山区新吴区宝龙世家32单元1号,ZC_Repeat05,电梯,866094058435992,2022-03-03 15:06:12,332222233,江苏Vendor C技术有限公司,JS-WX-T-ZC-000326,151.89647,陈雷,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区新丰苑22单元2号电梯,ZC_Repeat05,电梯,866094058470119,2025-04-02 12:48:46,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000325,151.95245,陈雷,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区新安花苑20单元2号,ZC_Repeat05,电梯,866094058453628,2025-12-08 23:51:17,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000323,151.86479,陈雷,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区新安花苑20单元1号,ZC_Repeat05,电梯,866094058435823,2025-12-08 23:44:51,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000322,151.86479,陈雷,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区新安花苑27单元2号,ZC_Repeat05,电梯,866094058458353,2025-12-08 23:52:15,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000321,151.86583,陈雷,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区新安花苑27单元1号,ZC_Repeat05,电梯,866094058400017,2025-12-08 23:47:03,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000320,151.86583,陈雷,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区新安花苑26单元2号,ZC_Repeat05,电梯,866094058458379,2025-12-08 23:58:13,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000319,151.86583,陈雷,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区新安花苑26单元1号,ZC_Repeat05,电梯,866094058458809,2025-12-08 23:38:42,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000318,151.86583,陈雷,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区新安花苑25单元2号,ZC_Repeat05,电梯,866094058453578,2025-12-08 23:45:13,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000317,151.86583,陈雷,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区新安花苑23单元2号,ZC_Repeat05,电梯,866094058400132,2025-12-08 23:38:19,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000315,151.86612,陈雷,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区新安花苑23单元1号,ZC_Repeat05,电梯,866094058435807,2025-11-15 15:19:10,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000314,151.86612,陈雷,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区新安花苑22单元2号,ZC_Repeat05,电梯,866094058435765,2025-12-08 23:40:06,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000313,151.86612,陈雷,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区新安花苑22单元1号,ZC_Repeat05,电梯,866094058435724,2025-12-08 23:59:46,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000312,151.86612,陈雷,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市滨湖区尊鹏云著9单元1号,ZC_Repeat05,电梯,866094058459021,2025-12-08 23:50:52,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000311,151.79083,范东,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市滨湖区尊鹏云著9单元2号,ZC_Repeat05,电梯,866094058400124,2025-12-08 23:39:02,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000310,151.79083,范东,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市滨湖区尊鹏云著1单元1号,ZC_Repeat05,电梯,866094058462835,2025-12-08 23:34:45,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000309,151.79083,范东,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市滨湖区尊鹏云著1单元2号,ZC_Repeat05,电梯,866094058462553,2025-12-08 23:33:43,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000308,151.79083,范东,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市滨湖区尊鹏云著3单元1号,ZC_Repeat05,电梯,866094058458429,2025-12-08 23:42:24,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000307,151.79083,范东,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市滨湖区尊鹏云著3单元2号,ZC_Repeat05,电梯,866094058468576,2025-12-08 23:51:28,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000306,151.79083,范东,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市滨湖区玉兰西花园93单元1号,ZC_Repeat05,电梯,866094058469905,2025-09-17 06:05:09,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000305,151.79387,范东,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市滨湖区玉兰西花园93单元2号,ZC_Repeat05,电梯,866094058469871,2022-08-05 11:32:27,332222233,江苏Vendor C技术有限公司,JS-WX-T-ZC-000304,151.79387,范东,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市滨湖区玉兰西花园95单元1号,ZC_Repeat05,电梯,866094058400173,2025-12-08 23:52:59,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000303,151.79387,范东,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市滨湖区玉兰西花园100单元1号,ZC_Repeat05,电梯,866094058436086,2023-08-14 14:20:53,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000301,151.79387,范东,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市滨湖区玉兰西花园100单元2号,ZC_Repeat05,电梯,866094058469848,2023-08-14 14:25:13,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000300,151.79387,范东,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市滨湖区玉兰西花园98单元1号,ZC_Repeat05,电梯,866094058468535,2025-12-08 23:56:44,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000299,151.79387,范东,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市滨湖区玉兰西花园98单元2号,ZC_Repeat05,电梯,866094058462884,2022-12-13 11:52:55,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000298,151.79387,范东,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市滨湖区玉兰西花园99单元2号,ZC_Repeat05,电梯,866094058400157,2025-12-08 23:53:10,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000297,151.79387,范东,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市滨湖区玉兰西花园99单元1号,ZC_Repeat05,电梯,866094058435757,2025-12-08 23:59:15,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000296,151.79387,范东,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市滨湖区华府天地尊园15号楼,ZC_Repeat05,电梯,866094058458361,2025-02-15 09:18:26,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000295,151.7855,范东,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市滨湖区华府天地尊园11号楼,ZC_Repeat05,电梯,866094058435740,2024-12-05 14:27:15,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000294,151.7855,范东,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市滨湖区华府天地尊园6号楼,ZC_Repeat05,电梯,866094058435773,2024-12-05 14:44:51,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000293,151.7855,范东,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市滨湖区华府天地尊园8号楼,ZC_Repeat05,电梯,866094058458098,2025-11-06 16:17:11,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000291,151.7855,范东,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市滨湖区华府天地尊园7号楼,ZC_Repeat05,电梯,866094058458726,2024-12-05 14:52:34,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000290,151.7855,范东,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市理想城市花园九期573-1单元,ZC_Repeat05,电梯,866094058469210,2025-12-08 23:39:30,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000289,151.97751,刘晶,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市理想城市花园九期573单元,ZC_Repeat05,电梯,866094058435849,2025-12-08 23:49:24,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000288,151.9731,刘晶,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市理想城市花园九期574单元,ZC_Repeat05,电梯,866094058458700,2025-12-08 23:33:17,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000287,151.97775,刘晶,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市水乡苑一区74号2号,ZC_Repeat05,电梯,866094058458106,2025-12-08 23:36:49,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000286,151.81053,范东,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市水乡苑一区74号1号,ZC_Repeat05,电梯,866094058470093,2025-12-08 23:45:14,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000285,151.81053,范东,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区富力城D区45单元2号,ZC_Repeat05,电梯,866094058470176,2025-12-08 23:55:14,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000283,151.92268,陈雷,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区富力城D区45单元1号,ZC_Repeat05,电梯,866094058458684,2025-12-08 23:45:52,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000282,151.91656,陈雷,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市滨湖区蓝庭公寓7单元2号,ZC_Repeat05,电梯,866094058469756,2025-12-08 23:41:12,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000280,151.81453,范东,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市滨湖区蓝庭公寓7单元1号,ZC_Repeat05,电梯,866094058462546,2025-11-10 14:07:31,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000279,151.81453,范东,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区春城家园B区9单元2号,ZC_Repeat05,电梯,866094058435682,2025-12-08 23:35:14,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000278,151.91072,陈雷,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区春城家园B区9单元1号,ZC_Repeat05,电梯,866094058458114,2022-09-22 22:51:54,332222233,江苏Vendor C技术有限公司,JS-WX-T-ZC-000277,151.91072,陈雷,V8.5.2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市滨湖区海岸城郦园9单元2号（北）,ZC_Repeat05,电梯,866094058435674,2025-12-08 23:53:20,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000276,151.73698,范东,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区富力桃园13单元2号,ZC_Repeat05,电梯,866094058462561,2023-08-11 08:42:18,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000274,151.9279,陈雷,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区富力桃园13单元1号,ZC_Repeat05,电梯,866094058458403,2023-06-10 14:31:14,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000273,151.9279,陈雷,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区富力桃园11单元2号,ZC_Repeat05,电梯,866094058458718,2025-10-03 10:20:52,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000272,151.9282,陈雷,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区富力桃园9单元2号,ZC_Repeat05,电梯,866094058458536,2025-12-08 23:46:10,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000270,151.9295,陈雷,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区富力桃园9单元1号,ZC_Repeat05,电梯,866094058459179,2025-12-09 00:01:36,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000269,151.92754,陈雷,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区富力桃园8单元2号,ZC_Repeat05,电梯,866094058462850,2025-05-15 17:24:28,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000268,151.93433,陈雷,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区富力桃园8单元1号,ZC_Repeat05,电梯,866094058469814,2025-10-02 14:27:22,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000267,151.9278,陈雷,V211.1.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区耘林苑5单元,ZC_Repeat05,电梯,866094058459229,2022-11-01 20:17:36,332222233,江苏Vendor C技术有限公司,JS-WX-T-ZC-000266,151.84018,陈雷,V8.5.2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区耘林苑17单元,ZC_Repeat05,电梯,866094058458130,2023-04-23 20:58:09,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000265,151.83809,陈雷,V8.5.2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区万科金色商业广场1号,ZC_Repeat05,电梯,866094058458502,2023-01-03 18:29:15,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000264,151.89798,陈雷,V8.5.2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区万科金色商业广场2号,ZC_Repeat05,电梯,866094058400058,2022-10-24 11:56:56,332222233,江苏Vendor C技术有限公司,JS-WX-T-ZC-000263,151.89798,陈雷,V8.5.2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市梁溪区融禾花园4单元2号,ZC_Repeat05,电梯,866094058458163,2022-08-20 04:23:55,332222233,江苏Vendor C技术有限公司,JS-WX-T-ZC-000262,151.9055,严涵,V8.5.2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市梁溪区融禾花园4单元1号,ZC_Repeat05,电梯,866094058458189,2022-11-03 00:02:29,332222233,江苏Vendor C技术有限公司,JS-WX-T-ZC-000261,151.90544,严涵,V8.5.2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市梁溪区融禾花园3单元2号,ZC_Repeat05,电梯,866094058458486,2023-05-15 01:30:05,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000260,151.90344,严涵,V8.5.2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市梁溪区融禾花园3单元1号,ZC_Repeat05,电梯,866094058400231,2023-07-20 08:19:19,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000259,151.90318,严涵,V8.5.2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市梁溪区融禾花园2单元2号,ZC_Repeat05,电梯,866094058400223,2024-08-27 01:00:03,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000258,151.90393,严涵,V8.5.2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市梁溪区融禾花园1单元2号,ZC_Repeat05,电梯,866094058458122,2023-06-17 19:55:31,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000257,151.90393,严涵,V8.5.2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区富力城D区25号1号,ZC_Repeat05,电梯,866094058459005,2022-08-18 00:42:17,332222233,江苏Vendor C技术有限公司,JS-WX-T-ZC-000256,151.91272,陈雷,V8.5.2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区富力城D区25号2号,ZC_Repeat05,电梯,866094058458999,2023-05-09 13:27:50,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000255,151.91272,陈雷,V8.5.2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区富力城D区35号2号,ZC_Repeat05,电梯,866094058400215,2023-08-14 09:04:09,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000254,151.91386,陈雷,V8.5.2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区富力城D区35号1号,ZC_Repeat05,电梯,866094058459211,2025-12-06 06:36:52,332222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000253,151.91386,陈雷,V8.5.2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区富力桃园10单元2号,ZC_Repeat05,电梯,866094058458981,2025-12-08 23:57:16,002222222,江苏Vendor C技术有限公司,JS-WX-T-ZC-000252,151.92668,陈雷,V8.5.2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,无锡市,,无锡市新吴区富力桃园10单元1号,ZC_Repeat05,电梯,866094058400041,2022-11-29 03:25:59,332222233,江苏Vendor C技术有限公司,JS-WX-T-ZC-000251,151.92664,陈雷,V8.5.2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,库存,,866094058400090,ZC_Repeat04,平层,866094058400090,2024-12-08 09:04:02,332333,江苏Vendor C技术有限公司,86609405840009086609,133.56888,中贝,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,拆除,,2021-BN2-柳州市柳江区拉堡钱隆悦府地下室01,ZC_Repeat04,平层,866094058466158,2025-01-09 15:02:01,333333,江苏Vendor C技术有限公司,GX-LZ-T-ZCTX-000029,133.56491,姚强,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,拆除,,（已搬迁）安康市汉滨区滨江尚城地下充电桩,ZC_Repeat04,平层,860123055638224,2023-07-29 17:48:56,332223,盛世复兴技术(北京)有限公司,860123055638224,141.68602,,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,拆除,,（已搬迁）安康市汉滨区滨江尚城地下充电桩,ZC_Repeat03,平层,868681049091018,2023-07-29 17:50:45,332223,盛世复兴技术(北京)有限公司,868681049091018,141.68602,,03.01.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
,拆除,,2021-BN2-柳州市柳江区拉堡钱隆悦府地下室05,ZC_Repeat04,平层,866094058466950,2025-01-09 15:19:37,333323,江苏Vendor C技术有限公司,GX-LZ-T-ZCTX-000069,133.56491,姚强,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,拆除,,866094058388204,ZC_Repeat04,平层,866094058388204,2025-03-24 10:16:09,332333,江苏Vendor C技术有限公司,866094058388204,134.00053,中贝,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,拆除,,2021-BN2-柳州市柳江区拉堡钱隆悦府地下室06,ZC_Repeat04,平层,866094058470762,2025-01-09 15:19:52,333333,江苏Vendor C技术有限公司,GX-LZ-T-ZCTX-000070,133.56491,姚强,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,柳州市,,2022-BN2-柳州市鱼峰区雒容公共停车场-1F平层03,ZC_Repeat04,平层,866094058466174,2025-12-08 12:48:06,000000,江苏Vendor C技术有限公司,GX-LZ-T-ZCTX-000473,134.00053,中贝,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,柳州市,,2022-BN2-柳州市鱼峰区雒容公共停车场-1F平层02,ZC_Repeat04,平层,866094058467685,2025-12-08 12:48:46,000000,江苏Vendor C技术有限公司,GX-LZ-T-ZCTX-000472,134.00053,中贝,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,柳州市,,2022-BN2-柳州市鱼峰区雒容公共停车场-1F平层01,ZC_Repeat04,平层,866094058467289,2025-12-08 12:20:02,002002,江苏Vendor C技术有限公司,GX-LZ-T-ZCTX-001471,134.00053,中贝,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,库存,,860374056966888,ZC_Repeat04,平层,860374056966888,2024-10-03 05:18:19,332233,江苏Vendor C技术有限公司,860374056966888,143.08594,,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,库存,,西安（西区）土门环普产业园下沉广场餐厅替换至华洲城11号楼地下室工程部（第一批）,ZC_Repeat04,平层,866094058470630,2025-06-14 19:03:21,332233,江苏Vendor C技术有限公司,SX-XA-T-ZCTX-000452,143.0924,,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,西安市,,西安市阎良航空康养城二期项目部替换至杨凌成果汇办公大楼1F（第一批）,ZC_Repeat01,平层,868681049091703,2025-12-08 12:20:46,000000,盛世复兴技术(北京)有限公司,SX-XA-T-SSFX-000023,142.34908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,咸阳市,,咸阳市珠泉广场B1F,ZC_Repeat04,平层,866094058470788,2025-12-08 23:49:16,002222,江苏Vendor C技术有限公司,SX-XY-T-ZCTX-000081,143.03375,,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,拆除,,西安市（西区）导航家园地下车库A区替换至金鹰国际超市（第一批）,ZC_Repeat04,平层,866094052778343,2025-09-29 14:00:59,333323,江苏Vendor C技术有限公司,SX-XA-T-ZCTX-000662,143.14163,,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,拆除,,西安市（西区）导航家园地下车库B区替换至金鹰国际超市（第一批）,ZC_Repeat04,平层,866094058440799,2025-09-29 14:03:40,333333,江苏Vendor C技术有限公司,SX-XA-T-ZCTX-000661,143.14159,,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,西安市,,西安市（南区）雁塔城南锦绣B1F车库工程部（第一批）,ZC_Repeat04,平层,866094058466471,2025-12-08 23:53:11,000022,江苏Vendor C技术有限公司,SX-XA-T-ZCTX-000660,143.17244,,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,芜湖市,,芜湖市鸠江区恒大华府10栋2单元电梯,ZC_Repeat03,电梯,866094052603988,2025-12-08 23:43:19,020222,江苏Vendor C技术有限公司,AH-WH-T-ZC-000004,149.7785,茆师傅,03.01.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,西安市,,西安（南区）中央文化商务区管理办公室1楼-第三批,ZC_Repeat04,平层,860123055681695,2025-12-08 22:19:18,000020,盛世复兴技术(北京)有限公司,SX-XA-T-SSFX-000118,143.17175,,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,库存,,西安（南区）中央文化商务区管理办公室2/3楼-第三批,ZC_Repeat04,平层,866094058471158,2025-10-31 13:24:31,333333,盛世复兴技术(北京)有限公司,SX-XA-T-SSFX-000119,143.17175,,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南京市,,test,ZC_Repeat02,电梯,868681049136524,2022-12-25 13:30:56,233222,,test,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,淮安市,,淮安市清江浦区淮海第一城南屏苑地下车库4号楼,ZC_Repeat04,平层,860123055681240,2025-12-08 23:34:43,000000,江苏Vendor C技术有限公司,JS-HA-T-ZC-000213,152.62521,卜露露,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,拆除,,（已拆除待搬迁）宝鸡市渭滨区一城江山一期地下室(南)-第六批,ZC_Repeat04,平层,866094058470697,2023-10-21 17:00:48,333333,江苏Vendor C技术有限公司,SX-BJ-T-ZCTX-000196,141.49951,张亚社,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,拆除,,（已拆除待搬迁）宝鸡市渭滨区一城江山一期地下室(北)-第六批,ZC_Repeat04,平层,860123055694730,2025-12-08 23:43:53,003000,江苏Vendor C技术有限公司,SX-BJ-T-ZCTX-000195,141.49573,张亚社,04.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2022-BN2-南宁市青秀区青秀家园小区24栋2单元电梯,ZC_Repeat03,电梯,860123055605843,2025-12-08 23:40:44,020222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000949,131.19078,节棁,03.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2022-BN2-南宁市青秀区青秀家园小区24栋1单元电梯,ZC_Repeat03,电梯,860123055696149,2025-12-08 23:57:57,020222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000948,131.19135,节棁,03.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2022-BN2-南宁市青秀区青秀家园小区23栋2单元电梯,ZC_Repeat03,电梯,860123055502966,2025-12-08 23:40:01,020222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000947,131.18991,节棁,03.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,南宁市,,2022-BN2-南宁市青秀区青秀家园小区23栋1单元电梯,ZC_Repeat03,电梯,860123055503105,2025-12-08 23:42:06,020222,江苏Vendor C技术有限公司,GX-NN-T-ZCTX-000946,131.19026,节棁,03.01.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
